"Position","Info","Title","Website","Phone","email","facebook"
74,"Data found
	
Escuela del Mar
	
http://www.escueladelmar.net/
	
+34 971 22 22 11
	
info@escueladelmar.net
	
https://www.facebook.com/escueladelmar/
	
https://www.instagram.com/escueladelmarpalma/
	
https://twitter.com/EDM_Mallorca","Escuela del Mar","http://www.escueladelmar.net/","+34 971 22 22 11","info@escueladelmar.net","https://www.facebook.com/escueladelmar/"
75,"Data found
	
Escuela Náutica Nostromo
	
https://www.escuelanauticanostromo.com/
	
+34 677 51 04 32
	
escuelanauticanostromo@gmail.com","Escuela Náutica Nostromo","https://www.escuelanauticanostromo.com/","+34 677 51 04 32","escuelanauticanostromo@gmail.com",
76,"No data found
	
Vela Mayorca - Escuela Nautica
	
https://www.velamayorca.com/es/escuela/
	
+34 871 15 36 70","Vela Mayorca - Escuela Nautica","https://www.velamayorca.com/es/escuela/","+34 871 15 36 70",,
77,"Data found
	
Escuela de Formación Marítima Profesional. Nautica.pro
	
http://www.nautica.pro/
	
+34 971 90 90 60
	
info@nautica.pro
	
https://www.facebook.com/NauticaproFormacionMaritima
	
	
https://twitter.com/Nauticapro","Escuela de Formación Marítima Profesional. Nautica.pro","http://www.nautica.pro/","+34 971 90 90 60","info@nautica.pro","https://www.facebook.com/NauticaproFormacionMaritima"
78,"No data found
	
Escuela Náutica Palma
	
http://www.escuelanauticapalma.com/
	
+34 971 46 49 90","Escuela Náutica Palma","http://www.escuelanauticapalma.com/","+34 971 46 49 90",,
79,"Data found
	
Academia náutica ARCOS
	
https://academianauticaarcos.com/
	
+34 618 46 90 02
	
contacto@academiaarcos.com
	
https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Facademianauticaarcos.com%2Fevents%2Factualizacion-formacion-basica-en-seguridad%2F
	
https://www.instagram.com/academiaarcos/
	
https://twitter.com/share?url=https%3A%2F%2Facademianauticaarcos.com%2Fevents%2Factualizacion-formacion-basica-en-seguridad%2F","Academia náutica ARCOS","https://academianauticaarcos.com/","+34 618 46 90 02","contacto@academiaarcos.com","https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Facademianauticaarcos.com%2Fevents%2Factualizacion-formacion-basica-en-seguridad%2F"
80,"Data found
	
Academia Náutica Blanco
	
http://www.academianauticablanco.com/
	
+34 656 32 50 63
	
	
https://www.facebook.com/academianauticablanco
	
https://www.instagram.com/academianauticablanco/","Academia Náutica Blanco","http://www.academianauticablanco.com/","+34 656 32 50 63",,"https://www.facebook.com/academianauticablanco"
81,"Data found
	
Academia Náutica The Alondra Academy
	
https://alondraacademy.es/
	
+34 669 36 25 79
	
info@alondraacademy.es
	
https://www.facebook.com/profile.php?id=100095295962354&sk=about&locale=hi_IN
	
https://www.instagram.com/thealondraacademy/
	
https://twitter.com/privacy
	
https://www.linkedin.com/company/the-alondra-academy/?originalSubdomain=es","Academia Náutica The Alondra Academy","https://alondraacademy.es/","+34 669 36 25 79","info@alondraacademy.es","https://www.facebook.com/profile.php?id=100095295962354&sk=about&locale=hi_IN"
82,"Data found
	
Academia Náutica Araña
	
https://www.academianauticaarana.com/
	
+34 928 23 12 12
	
academianauticaarana@gmail.com
	
https://www.facebook.com/profile.php?id=100065100750197
	
https://www.instagram.com/chano_ara","Academia Náutica Araña","https://www.academianauticaarana.com/","+34 928 23 12 12","academianauticaarana@gmail.com","https://www.facebook.com/profile.php?id=100065100750197"
83,"Data found
	
Polaris Nautika Eskola
	
https://polariseskola.eus/
	
+34 619 11 52 25
	
info@polariseskola.eus
	
https://www.facebook.com/polariseskola
	
https://www.instagram.com/polariseskola/
	
https://twitter.com/EskolaPolaris
	
https://www.linkedin.com/company/polaris-nautika-eskola","Polaris Nautika Eskola","https://polariseskola.eus/","+34 619 11 52 25","info@polariseskola.eus","https://www.facebook.com/polariseskola"
84,"Data found
	
Lamarencalma
	
http://www.lamarencalma.com/
	
+34 946 06 42 07
	
info@lamarencalma.com
	
https://www.facebook.com/lamarencalma/
	
https://www.instagram.com/tiendanautica_lamarencalma/","Lamarencalma","http://www.lamarencalma.com/","+34 946 06 42 07","info@lamarencalma.com","https://www.facebook.com/lamarencalma/"
85,"Data found
	
Mar de bien
	
http://www.mardebien.es/
	
+34 687 88 89 89
	
info@mardebien.es","Mar de bien","http://www.mardebien.es/","+34 687 88 89 89","info@mardebien.es",
86,"Data found
	
Nautika eta Itsasontzi Makineria (Bilboko Ingeniaritza Eskola), Portugalete UPV/EHU
	
http://ehu.eus/
	
+34 946 01 48 63
	
	
https://www.facebook.com/policy.php/
	
https://www.instagram.com/ehu.eus/
	
	
https://www.linkedin.com/edu/school?id=12231&trk=edu-cp-title","Nautika eta Itsasontzi Makineria (Bilboko Ingeniaritza Eskola), Portugalete UPV/EHU","http://ehu.eus/","+34 946 01 48 63",,"https://www.facebook.com/policy.php/"
87,"Data found
	
Escuela náutica. Cenáutica Sevilla
	
https://www.cenautica.com/escuela-nautica/escuela-nautica-sevilla?utm_source=google&utm_medium=organic&utm_campaign=gmb-sevilla
	
+34 954 29 50 19
	
info@cenautica.com
	
https://www.facebook.com/cenautica
	
https://www.instagram.com/cenautica/
	
	
https://www.linkedin.com/company/cenautica","Escuela náutica. Cenáutica Sevilla","https://www.cenautica.com/escuela-nautica/escuela-nautica-sevilla?utm_source=google&utm_medium=organic&utm_campaign=gmb-sevilla","+34 954 29 50 19","info@cenautica.com","https://www.facebook.com/cenautica"
88,"Data found
	
FP NÁUTICA
	
https://fpnautica.com/
	
+34 673 22 71 07
	
info@fpnautica.com
	
https://www.facebook.com/fpnautica.es
	
https://www.instagram.com/fpnauticasevilla/?hl=es
	
https://twitter.com/FPNAUTICA","FP NÁUTICA","https://fpnautica.com/","+34 673 22 71 07","info@fpnautica.com","https://www.facebook.com/fpnautica.es"
89,"Data found
	
Escuela Náutica Delcano – Títulos Náuticos Sevilla
	
https://www.escuelaveladelcano.com/
	
+34 626 57 95 07
	
	
	
https://www.instagram.com/veladelcano/
	
https://twitter.com/veladelcano","Escuela Náutica Delcano – Títulos Náuticos Sevilla","https://www.escuelaveladelcano.com/","+34 626 57 95 07",,
90,"Data found
	
Andaluza de Barcos; Escuela y servicios náuticos
	
https://andaluzadebarcos.com/
	
+34 620 74 80 66
	
info@andaluzadebarcos.com
	
https://www.facebook.com/Andaluzadebarcos/
	
https://www.instagram.com/andaluzadebarcos/
	
https://twitter.com/andaluzadebarco","Andaluza de Barcos; Escuela y servicios náuticos","https://andaluzadebarcos.com/","+34 620 74 80 66","info@andaluzadebarcos.com","https://www.facebook.com/Andaluzadebarcos/"
91,"Data found
	
Centro Andaluz del Navegante
	
http://www.centroandaluzdelnavegante.com/
	
+34 669 94 00 50
	
centroandaluzdelnavegante@gmail.com
	
https://www.facebook.com/CANavegante
	
https://www.instagram.com/centroandaluznavegante/
	
https://twitter.com/notifications","Centro Andaluz del Navegante","http://www.centroandaluzdelnavegante.com/","+34 669 94 00 50","centroandaluzdelnavegante@gmail.com","https://www.facebook.com/CANavegante"
92,"Data found
	
Escuela Náutica El Faro
	
https://escuelanauticaelfaro.com/about/
	
+34 603 83 86 38
	
elfaroescuelanautica@gmail.com
	
https://www.facebook.com/El-FARO-Escuela-N%C3%A1utica-105618228166852]
	
https://www.instagram.com/elfaroescuelanautica","Escuela Náutica El Faro","https://escuelanauticaelfaro.com/about/","+34 603 83 86 38","elfaroescuelanautica@gmail.com","https://www.facebook.com/El-FARO-Escuela-N%C3%A1utica-105618228166852]"
93,"No data found
	
32 Pies & Yachtingworks; Escuela Náutica y charter.
	
http://www.32pies.com/
	
+34 607 78 64 20","32 Pies & Yachtingworks; Escuela Náutica y charter.","http://www.32pies.com/","+34 607 78 64 20",,
94,"No data found
	
Escuela náutica Sevilla
	
http://escuelanauticasevilla.com/
	
+34 902 10 28 09","Escuela náutica Sevilla","http://escuelanauticasevilla.com/","+34 902 10 28 09",,
95,"Data found
	
Escuela Náutica El Marino
	
http://www.escuelanauticaelmarino.com/
	
+34 626 36 85 68
	
escuelaelmarino@gmail.com
	
https://www.facebook.com/EscuelaNauticaElMarino/","Escuela Náutica El Marino","http://www.escuelanauticaelmarino.com/","+34 626 36 85 68","escuelaelmarino@gmail.com","https://www.facebook.com/EscuelaNauticaElMarino/"
96,"Data found
	
Cursos Náuticos Murcia
	
https://www.nauticae.es/
	
+34 681 24 44 02
	
	
https://www.facebook.com/nauticae","Cursos Náuticos Murcia","https://www.nauticae.es/","+34 681 24 44 02",,"https://www.facebook.com/nauticae"
97,"Data found
	
Escuela Náutica Círculo Náutico del Mediterráneo - CINAMED
	
https://academia-escuela-nautica-cinamed.es/
	
+34 683 53 35 15
	
info@academia-escuela-nautica-cinamed.es","Escuela Náutica Círculo Náutico del Mediterráneo - CINAMED","https://academia-escuela-nautica-cinamed.es/","+34 683 53 35 15","info@academia-escuela-nautica-cinamed.es",
98,"Data found
	
Escuela Náutica Juan Carlos I
	
https://www.escuelanauticajuancarlos.com/
	
+34 630 26 41 43
	
info@escuelanauticajuancarlos.com","Escuela Náutica Juan Carlos I","https://www.escuelanauticajuancarlos.com/","+34 630 26 41 43","info@escuelanauticajuancarlos.com",
99,"No website found
	
Escuela Náutica Anclas","Escuela Náutica Anclas",,,,
100,"Data found
	
NAUTICAE, Escuela Náutica
	
https://www.nauticae.es/
	
+34 681 24 44 02
	
	
https://www.facebook.com/nauticae","NAUTICAE, Escuela Náutica","https://www.nauticae.es/","+34 681 24 44 02",,"https://www.facebook.com/nauticae"
101,"Data found
	
Escuela Náutica Virazon Charter
	
http://escuelanauticavirazon.es/
	
+34 619 24 38 90
	
	
https://www.facebook.com/virazon.charter
	
https://www.instagram.com/ibizavirazoncharter/
	
https://twitter.com/VirazonCharter
	
https://www.linkedin.com/in/virazon-charter-carmen-hervas-aznar-18131641/","Escuela Náutica Virazon Charter","http://escuelanauticavirazon.es/","+34 619 24 38 90",,"https://www.facebook.com/virazon.charter"
102,"Data found
	
Centro Náutico de Murcia
	
https://www.centronauticomurcia.com/
	
+34 606 58 03 42
	
	
https://www.facebook.com/centronauticodemurcia/?locale=es_ES
	
https://www.instagram.com/centronauticomurcia","Centro Náutico de Murcia","https://www.centronauticomurcia.com/","+34 606 58 03 42",,"https://www.facebook.com/centronauticodemurcia/?locale=es_ES"
103,"Data found
	
A TODA VELA
	
http://www.atodavela.eu/
	
+34 633 02 02 99
	
info@atodavela.eu","A TODA VELA","http://www.atodavela.eu/","+34 633 02 02 99","info@atodavela.eu",
104,"No website found
	
Escuela náutica homologada
	
	
+34 610 50 80 66","Escuela náutica homologada",,"+34 610 50 80 66",,
105,"No website found
	
Escuela Náutica Municipal Cortadura
	
	
+34 956 25 11 01","Escuela Náutica Municipal Cortadura",,"+34 956 25 11 01",,
106,"Data found
	
Escuela de Navegación Aperca por el Mar - Alquiler / paseos en barcos y veleros Cádiz
	
http://apercaporelmar.es/
	
+34 606 71 68 92
	
info@apercaporelmar.es
	
https://www.facebook.com/Aperca-por-el-Mar-1732725440283878/
	
https://www.instagram.com/apercaporelmar/
	
https://twitter.com/Apercaporelmar","Escuela de Navegación Aperca por el Mar - Alquiler / paseos en barcos y veleros Cádiz","http://apercaporelmar.es/","+34 606 71 68 92","info@apercaporelmar.es","https://www.facebook.com/Aperca-por-el-Mar-1732725440283878/"
107,"Data found
	
Escuela Taboga
	
http://www.escuelataboga.com/
	
+34 615 99 45 01
	
hola@escuelataboga.com
	
	
https://www.instagram.com/tabogaescuela/","Escuela Taboga","http://www.escuelataboga.com/","+34 615 99 45 01","hola@escuelataboga.com",
108,"No website found
	
Cádiz bay sailing - Escuela Nautica - Paseos en velero - Alquiler embarcaciones
	
	
+34 634 33 06 19","Cádiz bay sailing - Escuela Nautica - Paseos en velero - Alquiler embarcaciones",,"+34 634 33 06 19",,
109,"No website found
	
Antigua Escuela Superior de la Marina Mercante","Antigua Escuela Superior de la Marina Mercante",,,,
110,"No website found
	
Escuela De Naútica","Escuela De Naútica",,,,
111,"Data found
	
Escuela Técnica Superior de Náutica y Máquinas - UDC
	
https://www.udc.es/centros_departamentos_servizos/centros/detalleCentro/?codigo=631
	
+34 881 01 43 18
	
info@udc.gal
	
	
https://www.instagram.com/udc_oficial/
	
	
https://www.linkedin.com/school/universidade-da-coru%C3%B1a","Escuela Técnica Superior de Náutica y Máquinas - UDC","https://www.udc.es/centros_departamentos_servizos/centros/detalleCentro/?codigo=631","+34 881 01 43 18","info@udc.gal",
112,"No data found
	
ICA Escuela Náutica - Cursos Marítimos Profesionales
	
https://cursosmaritimos.com/
	
+34 986 26 63 80","ICA Escuela Náutica - Cursos Marítimos Profesionales","https://cursosmaritimos.com/","+34 986 26 63 80",,
113,"Data found
	
Escuela de Navegación Marina de Gijón
	
http://www.marinadegijon.com/
	
+34 639 17 17 04
	
	
https://www.facebook.com/marinadegijonescueladenavegacion","Escuela de Navegación Marina de Gijón","http://www.marinadegijon.com/","+34 639 17 17 04",,"https://www.facebook.com/marinadegijonescueladenavegacion"
114,"Data found
	
Escuela de Mar Asturias
	
https://www.escuelademarasturias.com/
	
+34 678 12 52 44
	
escuelademarasturias@gmail.com
	
https://www.facebook.com/Repnaval/
	
https://www.instagram.com/escuelademarasturias/
	
https://twitter.com/intent/tweet?text=https%3A%2F%2Fwww.facebook.com%2F103771614901313%2Fposts%2F1449656967161188","Escuela de Mar Asturias","https://www.escuelademarasturias.com/","+34 678 12 52 44","escuelademarasturias@gmail.com","https://www.facebook.com/Repnaval/"
115,"Data found
	
Escuela de Navegación Principado de Asturias
	
http://www.titulosnauticosasturias.com/
	
+34 653 78 80 08
	
asturiasnavega@gmail.com
	
https://www.facebook.com/escuelanauticaasturias
	
https://www.instagram.com/escuelanauticaasturias/
	
https://twitter.com/Asturias_Navega
	
https://www.linkedin.com/in/jorge-losa-espina/","Escuela de Navegación Principado de Asturias","http://www.titulosnauticosasturias.com/","+34 653 78 80 08","asturiasnavega@gmail.com","https://www.facebook.com/escuelanauticaasturias"
116,"No data found
	
Escuela Náutica Azimut
	
https://tuescuelanautica.com/
	
+34 690 18 10 31","Escuela Náutica Azimut","https://tuescuelanautica.com/","+34 690 18 10 31",,
117,"Data found
	
Curso Titulín Gijón - Náutica Costa Verde
	
https://www.nauticacostaverde.com/licencia-de-navegacion/
	
+34 629 41 90 85
	
juanluis@nauticacostaverde.com
	
https://www.facebook.com/nauticacostaverde
	
https://www.instagram.com/nauticacostaverd
	
https://twitter.com/nauticacostaver","Curso Titulín Gijón - Náutica Costa Verde","https://www.nauticacostaverde.com/licencia-de-navegacion/","+34 629 41 90 85","juanluis@nauticacostaverde.com","https://www.facebook.com/nauticacostaverde"
118,"Data found
	
Escuela Superior de la Marina Civil de Gijón
	
https://marina.uniovi.es/inicio
	
+34 985 18 23 44
	
sec.marinacivil@uniovi.es
	
https://www.facebook.com/profile.php?id=100085954073923
	
https://www.instagram.com/marinacivil.uniovi/
	
https://twitter.com/ESMarinaCivilUO/
	
https://www.linkedin.com/company/escuela-superior-de-la-marina-civil-de-gij%C3%B3n/","Escuela Superior de la Marina Civil de Gijón","https://marina.uniovi.es/inicio","+34 985 18 23 44","sec.marinacivil@uniovi.es","https://www.facebook.com/profile.php?id=100085954073923"
119,"Data found
	
Escuela Técnica Superior de Náutica
	
http://www.unican.es/centros/nautica
	
+34 942 20 13 11
	
nautica@unican.es
	
https://es-es.facebook.com/universidaddecantabria
	
https://www.instagram.com/universidaddecantabria
	
https://twitter.com/unican
	
https://es.linkedin.com/edu/universidad-de-cantabria-12209","Escuela Técnica Superior de Náutica","http://www.unican.es/centros/nautica","+34 942 20 13 11","nautica@unican.es","https://es-es.facebook.com/universidaddecantabria"
120,"Data found
	
Escuela Náutica Probanza
	
http://www.probanza.es/
	
+34 666 34 11 62
	
info@probanza.es
	
https://www.facebook.com/EscuelaNauticaProbanza/
	
https://www.instagram.com/nautica_probanza/","Escuela Náutica Probanza","http://www.probanza.es/","+34 666 34 11 62","info@probanza.es","https://www.facebook.com/EscuelaNauticaProbanza/"
121,"Data found
	
Botiga del Gimnastic de Tarragona
	
https://gimnasticdetarragona.shop/
	
+34 647 87 79 95
	
	
https://www.facebook.com/Nastictarragona/
	
https://www.instagram.com/nastictarragona/
	
https://twitter.com/nastictarragona","Botiga del Gimnastic de Tarragona","https://gimnasticdetarragona.shop/","+34 647 87 79 95",,"https://www.facebook.com/Nastictarragona/"
122,"Data found
	
Escuela Nautica Tarragona
	
https://www.escuelanauticatarragona.com/
	
+34 647 74 34 37
	
escuelanauticatarragona@gmail.com
	
https://www.facebook.com/Escuela_nautica_tarragona-100862765259892
	
https://www.instagram.com/escuela_nautica_tarragona/
	
https://twitter.com/escuelanautica6","Escuela Nautica Tarragona","https://www.escuelanauticatarragona.com/","+34 647 74 34 37","escuelanauticatarragona@gmail.com","https://www.facebook.com/Escuela_nautica_tarragona-100862765259892"
123,"Data found
	
Acadèmia Nàutica Terramar
	
http://www.vadenautica.com/
	
+34 652 14 93 49
	
info@academiaterramar.com
	
https://www.facebook.com/academianauticaterramar
	
https://www.instagram.com/vadenautica/","Acadèmia Nàutica Terramar","http://www.vadenautica.com/","+34 652 14 93 49","info@academiaterramar.com","https://www.facebook.com/academianauticaterramar"
124,"Data found
	
Argos Academia Náutica Tarragona
	
https://www.argosacademianautica.com/es/
	
+34 977 29 20 03
	
info@argosacademianautica.com
	
https://www.facebook.com/argosacademianautica","Argos Academia Náutica Tarragona","https://www.argosacademianautica.com/es/","+34 977 29 20 03","info@argosacademianautica.com","https://www.facebook.com/argosacademianautica"
125,"Data found
	
Escuela Náutica Dragut Castellón
	
https://www.escuelanauticacastellon.com/
	
+34 647 49 04 02
	
info@escuelanauticacastellon.com","Escuela Náutica Dragut Castellón","https://www.escuelanauticacastellon.com/","+34 647 49 04 02","info@escuelanauticacastellon.com",
126,"Data found
	
Oficinas Real Club Náutico de Castellón
	
http://www.rcncastellon.es/
	
+34 964 28 25 20
	
	
https://www.facebook.com/RCN-Castell%C3%B3n-1214626331903065/","Oficinas Real Club Náutico de Castellón","http://www.rcncastellon.es/","+34 964 28 25 20",,"https://www.facebook.com/RCN-Castell%C3%B3n-1214626331903065/"
127,"Data found
	
Yatescuela
	
https://www.yatescuela.com/
	
+34 630 05 37 71
	
yatescuela@yatescuela.com
	
https://www.facebook.com/yatescuela.nautica
	
https://www.instagram.com/yatescuela/","Yatescuela","https://www.yatescuela.com/","+34 630 05 37 71","yatescuela@yatescuela.com","https://www.facebook.com/yatescuela.nautica"
128,"Data found
	
Dxt Náutico
	
http://www.dxtnautico.es/
	
+34 669 76 26 29
	
info@dxtnautico.es
	
https://www.facebook.com/dxtnautico/
	
https://www.instagram.com/dxtnautico/?hl=es","Dxt Náutico","http://www.dxtnautico.es/","+34 669 76 26 29","info@dxtnautico.es","https://www.facebook.com/dxtnautico/"
129,"No data found
	
Escuela de Navegación Buenaventura
	
https://buenaventuracharter.com/
	
+34 607 20 55 71","Escuela de Navegación Buenaventura","https://buenaventuracharter.com/","+34 607 20 55 71",,
130,"Data found
	
Colomer Escuela Náutica
	
https://www.cursodelper.es/
	
+34 676 19 32 82
	
info@cursodelper.es","Colomer Escuela Náutica","https://www.cursodelper.es/","+34 676 19 32 82","info@cursodelper.es",
131,"Data found
	
BERMAR Náutica
	
http://bermarnautica.com/
	
+34 968 52 74 59
	
	
https://www.facebook.com/nauticabermar
	
https://www.instagram.com/bermar_cartagena/
	
https://twitter.com/NAUTICABERMAR","BERMAR Náutica","http://bermarnautica.com/","+34 968 52 74 59",,"https://www.facebook.com/nauticabermar"
132,"Data found
	
Cartagena Restaurant Bar
	
http://www.restaurantcartagena.nl/
	
06 27476740
	
cartagena230@outlook.com","Cartagena Restaurant Bar","http://www.restaurantcartagena.nl/","06 27476740","cartagena230@outlook.com",
133,"Actividades Náuticas Dacar - Escuela de Vela La Manga
	
http://www.actividadesnauticasdacar.com/
	
+34 625 92 40 19","Actividades Náuticas Dacar - Escuela de Vela La Manga","http://www.actividadesnauticasdacar.com/","+34 625 92 40 19",,
134,"No website found
	
Colomer Escuela Náutica
	
	
+34 968 50 04 06","Colomer Escuela Náutica",,"+34 968 50 04 06",,
135,"No website found
	
Escuela Nautica de Cartagena
	
	
+34 968 31 47 64","Escuela Nautica de Cartagena",,"+34 968 31 47 64",,
136,"Escuela Náutica Andaluza
	
https://escuelanauticaandaluza.es/
	
+34 645 88 04 88","Escuela Náutica Andaluza","https://escuelanauticaandaluza.es/","+34 645 88 04 88",,
137,"eMAR Escuela Náutica
	
https://www.emar-escuelanautica.es/
	
+34 637 42 57 57","eMAR Escuela Náutica","https://www.emar-escuelanautica.es/","+34 637 42 57 57",,
138,"IFAPA Centro Náutico Pesquero de Almería
	
http://www.juntadeandalucia.es/agriculturaypesca/ifapa
	
+34 900 156 000","IFAPA Centro Náutico Pesquero de Almería","http://www.juntadeandalucia.es/agriculturaypesca/ifapa","+34 900 156 000",,
139,"No website found
	
Escuela Náutica Ohana
	
	
+34 639 98 85 91","Escuela Náutica Ohana",,"+34 639 98 85 91",,
140,"Sailing Mike - Academia Náutica
	
http://sailingmike.es/
	
+34 607 54 47 70","Sailing Mike - Academia Náutica","http://sailingmike.es/","+34 607 54 47 70",,
141,"Escuela Náutica Andaluza
	
http://escuelanauticaandaluza.es/
	
+34 645 88 04 88","Escuela Náutica Andaluza","http://escuelanauticaandaluza.es/","+34 645 88 04 88",,
142,"Medcharter Academy
	
https://www.medcharter.es/
	
+34 615 55 61 47","Medcharter Academy","https://www.medcharter.es/","+34 615 55 61 47",,
143,"No website found
	
Escuela Náutica Esfera Celeste
	
	
+34 616 64 02 78","Escuela Náutica Esfera Celeste",,"+34 616 64 02 78",,
144,"Over Limit Náutica
	
https://www.velaalmeria.es/
	
+34 633 01 88 21","Over Limit Náutica","https://www.velaalmeria.es/","+34 633 01 88 21",,
145,"No new search results found",,,,,
